portfolio,trade id,product,side,created at,size,size unit,price,fee,total,price/fee/total unit
default,4309100,SKL-USD,SELL,2021-06-03T01:30:49.489Z,753.40000000,SKL,0.4237,0.79803895,318.41754105,USD
default,4309101,SKL-USD,SELL,2021-06-03T01:30:49.489Z,77.50000000,SKL,0.4236,0.0820725,32.7469275,USD
default,4309102,SKL-USD,SELL,2021-06-03T01:30:49.489Z,77.50000000,SKL,0.4235,0.082053125,32.739196875,USD
default,4309103,SKL-USD,SELL,2021-06-03T01:30:49.489Z,1100.00000000,SKL,0.4235,1.164625,464.685375,USD
default,4309104,SKL-USD,SELL,2021-06-03T01:30:49.489Z,86.70000000,SKL,0.4234,0.09177195,36.61700805,USD
default,4309105,SKL-USD,SELL,2021-06-03T01:30:49.489Z,792.60000000,SKL,0.4234,0.8389671,334.7478729,USD
default,4309106,SKL-USD,SELL,2021-06-03T01:30:49.489Z,122.60000000,SKL,0.4233,0.12974145,51.76683855,USD
default,4309107,SKL-USD,SELL,2021-06-03T01:30:49.489Z,67.20000000,SKL,0.4233,0.0711144,28.3746456,USD
default,4309108,SKL-USD,SELL,2021-06-03T01:30:49.489Z,941.40000000,SKL,0.4233,0.99623655,397.49838345,USD
default,4963131,CRV-USD,BUY,2021-10-28T00:35:55.631Z,154.88000000,CRV,4.8468,2.627353344,-753.299737344,USD
default,4963132,CRV-USD,BUY,2021-10-28T00:35:55.631Z,299.60000000,CRV,4.8471,5.08266906,-1457.27382906,USD
default,4963133,CRV-USD,BUY,2021-10-28T00:35:55.631Z,133.81000000,CRV,4.8471,2.2700665785,-650.8605175785,USD
default,4963927,CRV-USD,SELL,2021-10-28T00:38:46.694Z,57.73000000,CRV,4.9005,0.9901705275,281.9156944725,USD
default,4963928,CRV-USD,SELL,2021-10-28T00:38:46.694Z,37.79000000,CRV,4.8983,0.6478736495,184.4588833505,USD
default,4963929,CRV-USD,SELL,2021-10-28T00:38:46.694Z,153.75000000,CRV,4.8982,2.635843875,750.462406125,USD
default,4963930,CRV-USD,SELL,2021-10-28T00:38:46.694Z,178.84000000,CRV,4.8982,3.065979308,872.928108692,USD
default,4963931,CRV-USD,SELL,2021-10-28T00:38:46.694Z,160.18000000,CRV,4.898,2.74596574,781.81567426,USD
default,4968963,CRV-USD,BUY,2021-10-28T01:10:27.417Z,64.93000000,CRV,5.0084,1.138183942,-326.333595942,USD
default,4968964,CRV-USD,BUY,2021-10-28T01:10:27.417Z,511.17000000,CRV,5.0096,8.962650312,-2569.719882312,USD
default,4970711,CRV-USD,SELL,2021-10-28T01:15:22.046Z,132.24000000,CRV,5.0898,2.355763032,670.719388968,USD
default,4970712,CRV-USD,SELL,2021-10-28T01:15:22.046Z,146.83000000,CRV,5.0898,2.615673669,744.719660331,USD
default,4970713,CRV-USD,SELL,2021-10-28T01:15:22.046Z,153.75000000,CRV,5.0898,2.738948625,779.817801375,USD
default,4970714,CRV-USD,SELL,2021-10-28T01:15:22.046Z,143.28000000,CRV,5.0897,2.552382756,726.699833244,USD
default,7782452,LRC-USD,BUY,2021-05-31T16:30:51.466Z,1200.00000000,LRC,0.3642,1.52964,-438.56964,USD
default,7782453,LRC-USD,BUY,2021-05-31T16:30:51.466Z,2745.74410000,LRC,0.3642,3.50000000427,-1003.50000122427,USD
default,7782454,LRC-USD,BUY,2021-05-31T16:30:51.466Z,990.12440800,LRC,0.3642,1.2621115828776,-361.8654209764776,USD
default,7782587,LRC-USD,SELL,2021-05-31T16:43:14.661Z,1478.82575800,LRC,0.3585,1.8555566198505,528.3034776231495,USD
default,7782588,LRC-USD,SELL,2021-05-31T16:43:14.661Z,3457.04275000,LRC,0.3585,4.3377243905625,1235.0121014844375,USD
default,7827492,KNC-USD,BUY,2021-06-15T01:09:07.610Z,158.30000000,KNC,1.9753,0.62537998,-313.31536998,USD
default,7827493,KNC-USD,BUY,2021-06-15T01:09:07.610Z,95.40000000,KNC,1.976,0.3770208,-188.8874208,USD
default,7827494,KNC-USD,BUY,2021-06-15T01:09:07.610Z,2.00000000,KNC,1.976,0.007904,-3.959904,USD
default,7827495,KNC-USD,BUY,2021-06-15T01:09:07.610Z,102.00000000,KNC,1.976,0.403104,-201.955104,USD
default,7827496,KNC-USD,BUY,2021-06-15T01:09:07.610Z,1.00000000,KNC,1.9769,0.0039538,-1.9808538,USD
default,7827497,KNC-USD,BUY,2021-06-15T01:09:07.610Z,7.80000000,KNC,1.977,0.0308412,-15.4514412,USD
default,7827498,KNC-USD,BUY,2021-06-15T01:09:07.610Z,10.30000000,KNC,1.977,0.0407262,-20.4038262,USD
default,7827499,KNC-USD,BUY,2021-06-15T01:09:07.610Z,3.00000000,KNC,1.977,0.011862,-5.942862,USD
default,7827500,KNC-USD,BUY,2021-06-15T01:09:07.610Z,5.10000000,KNC,1.9773,0.02016846,-10.10439846,USD
default,7827501,KNC-USD,BUY,2021-06-15T01:09:07.610Z,25.30000000,KNC,1.9775,0.1000615,-50.1308115,USD
default,7827502,KNC-USD,BUY,2021-06-15T01:09:07.610Z,7.60000000,KNC,1.9775,0.030058,-15.059058,USD
default,7827503,KNC-USD,BUY,2021-06-15T01:09:07.610Z,203.00000000,KNC,1.9775,0.802865,-402.235365,USD
default,7827504,KNC-USD,BUY,2021-06-15T01:09:07.610Z,1.00000000,KNC,1.9779,0.0039558,-1.9818558,USD
default,7827505,KNC-USD,BUY,2021-06-15T01:09:07.610Z,1.00000000,KNC,1.978,0.003956,-1.981956,USD
default,7827506,KNC-USD,BUY,2021-06-15T01:09:07.610Z,41.00000000,KNC,1.9782,0.1622124,-81.2684124,USD
default,7827507,KNC-USD,BUY,2021-06-15T01:09:07.610Z,158.30000000,KNC,1.9782,0.62629812,-313.77535812,USD
default,7827508,KNC-USD,BUY,2021-06-15T01:09:07.610Z,1.00000000,KNC,1.9789,0.0039578,-1.9828578,USD
default,7827509,KNC-USD,BUY,2021-06-15T01:09:07.610Z,8.40000000,KNC,1.979,0.0332472,-16.6568472,USD
default,7827888,KNC-USD,SELL,2021-06-15T01:47:00.178Z,1.00000000,KNC,1.949,0.003898,1.945102,USD
default,7827889,KNC-USD,SELL,2021-06-15T01:47:00.178Z,330.00000000,KNC,1.9487,1.286142,641.784858,USD
default,7827890,KNC-USD,SELL,2021-06-15T01:47:00.178Z,1.00000000,KNC,1.948,0.003896,1.944104,USD
default,7827891,KNC-USD,SELL,2021-06-15T01:47:00.178Z,25.40000000,KNC,1.9479,0.09895332,49.37770668,USD
default,7827892,KNC-USD,SELL,2021-06-15T01:47:00.178Z,27.30000000,KNC,1.9472,0.10631712,53.05224288,USD
default,7827893,KNC-USD,SELL,2021-06-15T01:47:00.178Z,1.00000000,KNC,1.947,0.003894,1.943106,USD
default,7827894,KNC-USD,SELL,2021-06-15T01:47:00.178Z,64.30000000,KNC,1.9462,0.25028132,124.89037868,USD
default,7827895,KNC-USD,SELL,2021-06-15T01:47:00.178Z,1.00000000,KNC,1.946,0.003892,1.942108,USD
default,7827896,KNC-USD,SELL,2021-06-15T01:47:00.178Z,102.80000000,KNC,1.946,0.4000976,199.6487024,USD
default,7827897,KNC-USD,SELL,2021-06-15T01:47:00.178Z,27.50000000,KNC,1.9458,0.107019,53.402481,USD
default,7827898,KNC-USD,SELL,2021-06-15T01:47:00.178Z,1.00000000,KNC,1.945,0.00389,1.94111,USD
default,7827899,KNC-USD,SELL,2021-06-15T01:47:00.178Z,102.90000000,KNC,1.9445,0.4001781,199.6888719,USD
default,7827900,KNC-USD,SELL,2021-06-15T01:47:00.178Z,123.00000000,KNC,1.9442,0.4782732,238.6583268,USD
default,7827901,KNC-USD,SELL,2021-06-15T01:47:00.178Z,1.00000000,KNC,1.944,0.003888,1.940112,USD
default,7827902,KNC-USD,SELL,2021-06-15T01:47:00.178Z,22.30000000,KNC,1.944,0.0867024,43.2644976,USD
default,9071250,MKR-USD,BUY,2021-06-02T22:32:17.994Z,0.01127400,MKR,3561.2959,0.1405251749181,-40.2905751515181,USD
default,9071251,MKR-USD,BUY,2021-06-02T22:32:17.994Z,0.00644400,MKR,3561.4772,0.0803255567688,-23.0304846335688,USD
default,9071252,MKR-USD,BUY,2021-06-02T22:32:17.994Z,0.01000000,MKR,3562.75,0.12469625,-35.75219625,USD
default,9071253,MKR-USD,BUY,2021-06-02T22:32:17.994Z,0.00919800,MKR,3563.7448,0.1147276363464,-32.8940523067464,USD
default,9071254,MKR-USD,BUY,2021-06-02T22:32:17.994Z,0.01271000,MKR,3564.2525,0.1585557724625,-45.4602050474625,USD
default,9071255,MKR-USD,BUY,2021-06-02T22:32:17.994Z,0.42935200,MKR,3564.2613,5.3561295118716,-1535.6788471894716,USD
default,9071336,MKR-USD,SELL,2021-06-02T22:35:50.924Z,0.00507300,MKR,3547.6365,0.06299005987575,17.93416990462425,USD
default,9071337,MKR-USD,SELL,2021-06-02T22:35:50.924Z,0.00563800,MKR,3547.5313,0.0700034351429,19.9309780342571,USD
default,9071338,MKR-USD,SELL,2021-06-02T22:35:50.924Z,0.01621100,MKR,3546.9954,0.2012511985029,57.2990912308971,USD
default,9071339,MKR-USD,SELL,2021-06-02T22:35:50.924Z,0.00796600,MKR,3546.5254,0.0988806746774,28.1527406617226,USD
default,9071340,MKR-USD,SELL,2021-06-02T22:35:50.924Z,0.44409000,MKR,3546.427,5.512264682505,1569.420501747495,USD
default,9748125,SOL-USD,BUY,2021-09-10T12:14:59.950Z,0.17900000,SOL,182.317,0.1142216005,-32.7489646005,USD
default,12958786,ZRX-USD,BUY,2021-06-02T00:28:17.966Z,760.00000000,ZRX,1.08917,2.8971922,-830.6663922,USD
default,12958787,ZRX-USD,BUY,2021-06-02T00:28:17.966Z,841.50580000,ZRX,1.089188,3.2079530675164,-919.7659723579164,USD
default,12960408,ZRX-USD,SELL,2021-06-02T00:35:27.367Z,760.00000000,ZRX,1.135468,3.02034488,859.93533512,USD
default,12960409,ZRX-USD,SELL,2021-06-02T00:35:27.367Z,841.00000000,ZRX,1.135383,3.3419998605,951.5151031395,USD
default,12961403,ZRX-USD,BUY,2021-06-02T00:38:07.871Z,59.19519000,ZRX,1.164432,0.24125070718728,-69.17002418926728,USD
default,12961404,ZRX-USD,BUY,2021-06-02T00:38:07.871Z,696.02089000,ZRX,1.164476,2.83674867666274,-813.33637058030274,USD
default,12961405,ZRX-USD,BUY,2021-06-02T00:38:07.871Z,797.64643000,ZRX,1.164537,3.251110732285185,-932.139891385195185,USD
default,12962488,ZRX-USD,SELL,2021-06-02T00:41:14.337Z,760.00000000,ZRX,1.16117,3.0887122,879.4004878,USD
default,12962489,ZRX-USD,SELL,2021-06-02T00:41:14.337Z,187.79343000,ZRX,1.161167,0.763208368064835,217.296325364745165,USD
default,12962490,ZRX-USD,SELL,2021-06-02T00:41:14.337Z,17.22502000,ZRX,1.161102,0.07000001810214,19.93000515393786,USD
default,12962491,ZRX-USD,SELL,2021-06-02T00:41:14.337Z,17.22551000,ZRX,1.161069,0.070000019845665,19.930005650344335,USD
default,12962492,ZRX-USD,SELL,2021-06-02T00:41:14.337Z,74.91024000,ZRX,1.160766,0.30433640875344,86.64892323508656,USD
default,12962493,ZRX-USD,SELL,2021-06-02T00:41:14.337Z,496.21411000,ZRX,1.160171,2.014926270744835,573.678293942065165,USD
default,12962810,ZRX-USD,BUY,2021-06-02T00:42:39.930Z,760.00000000,ZRX,1.182552,3.14558832,-901.88510832,USD
default,12962811,ZRX-USD,BUY,2021-06-02T00:42:39.930Z,56.18268000,ZRX,1.182662,0.23255792242956,-66.67767861658956,USD
default,12962812,ZRX-USD,BUY,2021-06-02T00:42:39.930Z,443.15632000,ZRX,1.18433,1.8369516356296,-526.6802761012296,USD
default,12962813,ZRX-USD,BUY,2021-06-02T00:42:39.930Z,253.07315000,ZRX,1.187999,1.052277271943975,-301.702926398793975,USD
default,12963911,ZRX-USD,SELL,2021-06-02T00:49:11.082Z,1387.00000000,ZRX,1.152244,5.593568498,1592.568859502,USD
default,12963912,ZRX-USD,SELL,2021-06-02T00:49:11.082Z,125.41215000,ZRX,1.152199,0.505749138362475,143.994004679487525,USD
default,13621571,SOL-USD,SELL,2021-09-21T23:16:58.171Z,0.00400000,SOL,124.559,0.001743826,0.496492174,USD
default,13621572,SOL-USD,SELL,2021-09-21T23:16:58.171Z,0.17500000,SOL,124.532,0.07627585,21.71682415,USD
default,14013424,ICP-USD,BUY,2021-10-27T21:57:19.066Z,7.41440000,ICP,41.606,1.542417632,-310.025944032,USD
default,14013425,ICP-USD,BUY,2021-10-27T21:57:19.066Z,26.83990000,ICP,41.608,5.583772796,-1122.338331996,USD
default,14020673,ICP-USD,SELL,2021-10-28T00:35:07.058Z,34.25430000,ICP,41.053,4.92184622265,1401.31993167735,USD
default,14367778,ATOM-USD,BUY,2021-08-20T03:12:42.515Z,86.10000000,ATOM,19.287,8.3030535,-1668.9137535,USD
default,14432835,ATOM-USD,SELL,2021-08-20T23:13:42.341Z,59.00000000,ATOM,18.843,5.558685,1106.178315,USD
default,14432836,ATOM-USD,SELL,2021-08-20T23:13:42.341Z,5.50000000,ATOM,18.843,0.5181825,103.1183175,USD
default,14432837,ATOM-USD,SELL,2021-08-20T23:13:42.341Z,21.60000000,ATOM,18.843,2.035044,404.973756,USD
default,15768467,ADA-USD,SELL,2021-05-27T16:29:07.437Z,486.22000000,ADA,1.7039,4.14235129,824.32790671,USD
default,15768468,ADA-USD,SELL,2021-05-27T16:29:07.437Z,642.57000000,ADA,1.7039,5.474375115,1089.400647885,USD
default,15768469,ADA-USD,SELL,2021-05-27T16:29:07.437Z,104.61000000,ADA,1.7037,0.891120285,177.332936715,USD
default,16018906,CGLD-USD,BUY,2021-09-21T18:06:23.434Z,9.24000000,CGLD,6.6199,0.214087566,-61.381963566,USD
default,16018907,CGLD-USD,BUY,2021-09-21T18:06:23.434Z,21.00000000,CGLD,6.62,0.48657,-139.50657,USD
default,16018908,CGLD-USD,BUY,2021-09-21T18:06:23.434Z,105.00000000,CGLD,6.6206,2.4330705,-697.5960705,USD
default,16018909,CGLD-USD,BUY,2021-09-21T18:06:23.434Z,55.85000000,CGLD,6.6208,1.29420088,-371.06588088,USD
default,16018910,CGLD-USD,BUY,2021-09-21T18:06:23.434Z,206.00000000,CGLD,6.6228,4.7750388,-1369.0718388,USD
default,16018911,CGLD-USD,BUY,2021-09-21T18:06:23.434Z,44.23000000,CGLD,6.6266,1.025830813,-294.120348813,USD
default,16024878,CGLD-USD,SELL,2021-09-21T19:02:57.569Z,6.28000000,CGLD,6.4825,0.14248535,40.56761465,USD
default,16024879,CGLD-USD,SELL,2021-09-21T19:02:57.569Z,105.00000000,CGLD,6.4819,2.38209825,678.21740175,USD
default,16024880,CGLD-USD,SELL,2021-09-21T19:02:57.569Z,23.77000000,CGLD,6.478,0.53893721,153.44312279,USD
default,16024881,CGLD-USD,SELL,2021-09-21T19:02:57.569Z,110.26000000,CGLD,6.4768,2.499461888,711.632506112,USD
default,16024882,CGLD-USD,SELL,2021-09-21T19:02:57.569Z,18.00000000,CGLD,6.4767,0.4080321,116.1725679,USD
default,16024883,CGLD-USD,SELL,2021-09-21T19:02:57.569Z,178.01000000,CGLD,6.4766,4.035148481,1148.864417519,USD
default,16039695,ADA-USD,BUY,2021-05-28T21:18:34.493Z,735.71000000,ADA,1.4875,5.471843125,-1099.840468125,USD
default,16039696,ADA-USD,BUY,2021-05-28T21:18:34.493Z,418.49000000,ADA,1.4875,3.112519375,-625.616394375,USD
default,16334574,ADA-USD,SELL,2021-05-30T05:10:32.093Z,34.73000000,ADA,1.5361,0.1867206355,53.1620323645,USD
default,16334575,ADA-USD,SELL,2021-05-30T05:10:32.093Z,1119.47000000,ADA,1.5356,6.016703462,1713.041428538,USD
default,16334822,ADA-USD,BUY,2021-05-30T05:12:09.318Z,500.00000000,ADA,1.5421,2.698675,-773.748675,USD
default,16334823,ADA-USD,BUY,2021-05-30T05:12:09.318Z,641.66000000,ADA,1.5422,3.463488182,-993.031540182,USD
default,16337856,ADA-USD,SELL,2021-05-30T05:31:08.324Z,14.05000000,ADA,1.5249,0.0749869575,21.3498580425,USD
default,16337857,ADA-USD,SELL,2021-05-30T05:31:08.324Z,1127.61000000,ADA,1.5249,6.0182237115,1713.4742652885,USD
default,16510889,ADA-USD,BUY,2021-05-31T02:50:10.173Z,404.20000000,ADA,1.5676,2.21768372,-635.84160372,USD
default,16510893,ADA-USD,BUY,2021-05-31T02:50:10.558Z,698.61000000,ADA,1.5676,3.832993626,-1098.974029626,USD
default,16527815,ADA-USD,SELL,2021-05-31T05:32:21.015Z,1102.81000000,ADA,1.5756,6.081556026,1731.505879974,USD
default,16528137,ADA-USD,BUY,2021-05-31T05:36:00.944Z,631.46000000,ADA,1.5781,3.487774591,-999.994800591,USD
default,16562427,ADA-USD,SELL,2021-05-31T12:18:12.590Z,631.45000000,ADA,1.6764,3.70496973,1054.85781027,USD
default,16562428,ADA-USD,SELL,2021-05-31T12:18:12.648Z,0.01000000,ADA,1.6764,0.000058674,0.016705326,USD
default,16798615,ADA-USD,BUY,2021-06-01T19:56:30.124Z,10.37000000,ADA,1.7097,0.0620535615,-17.7916425615,USD
default,16798616,ADA-USD,BUY,2021-06-01T19:56:30.124Z,16.02000000,ADA,1.7098,0.095868486,-27.486864486,USD
default,16798617,ADA-USD,BUY,2021-06-01T19:56:30.124Z,7.23000000,ADA,1.7099,0.0432690195,-12.4058460195,USD
default,16798618,ADA-USD,BUY,2021-06-01T19:56:30.124Z,4.34000000,ADA,1.71,0.0259749,-7.4473749,USD
default,16798619,ADA-USD,BUY,2021-06-01T19:56:30.124Z,987.19000000,ADA,1.71,5.90833215,-1694.00323215,USD
default,16802421,ADA-USD,SELL,2021-06-01T20:36:46.737Z,50.00000000,ADA,1.7168,0.30044,85.53956,USD
default,16802422,ADA-USD,SELL,2021-06-01T20:36:46.737Z,637.75000000,ADA,1.7168,3.8321122,1091.0570878,USD
default,16802423,ADA-USD,SELL,2021-06-01T20:36:46.737Z,337.40000000,ADA,1.7168,2.02736912,577.22095088,USD
default,16926192,ADA-USD,BUY,2021-06-02T15:31:06.500Z,554.83000000,ADA,1.792,3.47989376,-997.73525376,USD
default,16926327,ADA-USD,BUY,2021-06-02T15:32:00.946Z,414.35000000,ADA,1.792,2.5988032,-745.1140032,USD
default,16931481,ADA-USD,SELL,2021-06-02T16:06:10.819Z,969.18000000,ADA,1.78,6.0379914,1719.1024086,USD
default,16981796,ADA-USD,BUY,2021-06-02T22:47:12.297Z,969.82000000,ADA,1.7394,5.904167178,-1692.809075178,USD
default,16986629,ADA-USD,SELL,2021-06-02T23:32:57.033Z,969.82000000,ADA,1.762,4.2720571,1704.5507829,USD
default,17063367,ADA-USD,BUY,2021-06-03T12:38:51.040Z,536.87000000,ADA,1.858,2.49376115,-999.99822115,USD
default,17073185,ADA-USD,BUY,2021-06-03T13:44:17.177Z,187.01000000,ADA,1.8117,0.5082090255,-339.3142260255,USD
default,17073186,ADA-USD,BUY,2021-06-03T13:44:17.178Z,187.02000000,ADA,1.8117,0.508236201,-339.332370201,USD
default,17099057,ADA-USD,SELL,2021-06-03T17:16:11.366Z,671.44000000,ADA,1.8479,3.10188494,1237.65209106,USD
default,17099058,ADA-USD,SELL,2021-06-03T17:16:11.366Z,52.44000000,ADA,1.8479,0.24225969,96.66161631,USD
default,17099059,ADA-USD,SELL,2021-06-03T17:16:11.366Z,187.02000000,ADA,1.8476,0.86384538,344.67430662,USD
default,17189103,ADA-USD,BUY,2021-06-04T02:40:36.437Z,162.20000000,ADA,1.7451,0.42458283,-283.47980283,USD
default,17189104,ADA-USD,BUY,2021-06-04T02:40:36.704Z,177.22000000,ADA,1.7451,0.463899933,-309.730521933,USD
default,17189105,ADA-USD,BUY,2021-06-04T02:40:36.753Z,77.56000000,ADA,1.7451,0.203024934,-135.552980934,USD
default,17189106,ADA-USD,BUY,2021-06-04T02:40:36.796Z,504.68000000,ADA,1.7451,1.321075602,-882.038143602,USD
default,17209895,ADA-USD,SELL,2021-06-04T05:12:57.138Z,19.24000000,ADA,1.7075,0.04927845,32.80302155,USD
default,17209898,ADA-USD,SELL,2021-06-04T05:12:58.390Z,902.00000000,ADA,1.7075,2.3102475,1537.8547525,USD
default,17209899,ADA-USD,SELL,2021-06-04T05:12:58.800Z,0.42000000,ADA,1.7075,0.001075725,0.716074275,USD
default,17210870,ADA-USD,BUY,2021-06-04T05:15:40.014Z,922.60000000,ADA,1.6997,3.92035805,-1572.06357805,USD
default,17230901,ADA-USD,SELL,2021-06-04T07:13:29.262Z,922.60000000,ADA,1.6365,3.77458725,1506.06031275,USD
default,17263654,ADA-USD,BUY,2021-06-04T12:19:56.255Z,912.97000000,ADA,1.645,3.754589125,-1505.590239125,USD
default,17266283,ADA-USD,SELL,2021-06-04T12:35:42.149Z,912.97000000,ADA,1.66,3.7888255,1511.7413745,USD
default,17266955,ADA-USD,BUY,2021-06-04T12:39:11.511Z,10.34000000,ADA,1.6676,0.04310746,-17.28609146,USD
default,17266956,ADA-USD,BUY,2021-06-04T12:39:11.511Z,50.84000000,ADA,1.6677,0.21196467,-84.99783267,USD
default,17266957,ADA-USD,BUY,2021-06-04T12:39:11.511Z,7.20000000,ADA,1.6678,0.0300204,-12.0381804,USD
default,17266958,ADA-USD,BUY,2021-06-04T12:39:11.511Z,19.88000000,ADA,1.6679,0.08289463,-33.24074663,USD
default,17266959,ADA-USD,BUY,2021-06-04T12:39:11.511Z,31.77000000,ADA,1.668,0.1324809,-53.1248409,USD
default,17266960,ADA-USD,BUY,2021-06-04T12:39:11.511Z,15.29000000,ADA,1.668,0.0637593,-25.5674793,USD
default,17266961,ADA-USD,BUY,2021-06-04T12:39:11.511Z,6.79000000,ADA,1.668,0.0283143,-11.3540343,USD
default,17266962,ADA-USD,BUY,2021-06-04T12:39:11.511Z,8.81000000,ADA,1.6682,0.036742105,-14.733584105,USD
default,17266963,ADA-USD,BUY,2021-06-04T12:39:11.511Z,751.59000000,ADA,1.6683,3.1346939925,-1257.0122909925,USD
default,17270628,ADA-USD,SELL,2021-06-04T12:54:26.706Z,902.51000000,ADA,1.6992,3.83386248,1529.71112952,USD
default,17271069,ADA-USD,BUY,2021-06-04T12:57:14.394Z,899.62000000,ADA,1.6961,3.814613705,-1529.660095705,USD
default,17272302,ADA-USD,SELL,2021-06-04T13:05:21.728Z,899.62000000,ADA,1.6836,3.78650058,1510.81373142,USD
default,17272845,ADA-USD,BUY,2021-06-04T13:08:12.143Z,186.92000000,ADA,1.6842,0.78702666,-315.59769066,USD
default,17272846,ADA-USD,BUY,2021-06-04T13:08:12.143Z,708.50000000,ADA,1.6842,2.98313925,-1196.23883925,USD
default,17279405,ADA-USD,SELL,2021-06-04T13:55:49.018Z,895.42000000,ADA,1.696,3.7965808,1514.8357392,USD
default,17279633,ADA-USD,BUY,2021-06-04T13:57:49.560Z,890.85000000,ADA,1.6914,3.766959225,-1510.550649225,USD
default,17303664,ADA-USD,SELL,2021-06-04T16:48:58.246Z,890.85000000,ADA,1.7127,3.8143969875,1521.9443980125,USD
default,17428718,ADA-USD,BUY,2021-06-05T17:34:55.630Z,234.68000000,ADA,1.6812,0.98636004,-395.53037604,USD
default,17428719,ADA-USD,BUY,2021-06-05T17:34:55.630Z,500.00000000,ADA,1.6816,2.102,-842.902,USD
default,17428720,ADA-USD,BUY,2021-06-05T17:34:55.630Z,170.27000000,ADA,1.6817,0.7158576475,-287.0589166475,USD
default,17495591,ADA-USD,SELL,2021-06-06T07:52:24.727Z,500.00000000,ADA,1.6969,2.121125,846.328875,USD
default,17495592,ADA-USD,SELL,2021-06-06T07:52:24.727Z,404.95000000,ADA,1.6968,1.7177979,685.4013621,USD
default,17526319,ADA-USD,BUY,2021-06-06T18:35:13.074Z,11.86000000,ADA,1.6708,0.04953922,-19.86522722,USD
default,17526320,ADA-USD,BUY,2021-06-06T18:35:13.074Z,15.77000000,ADA,1.6709,0.0658752325,-26.4159682325,USD
default,17526321,ADA-USD,BUY,2021-06-06T18:35:13.074Z,886.62000000,ADA,1.6709,3.703633395,-1485.156991395,USD
default,17539743,ADA-USD,SELL,2021-06-06T21:44:49.338Z,914.25000000,ADA,1.6794,3.838478625,1531.552971375,USD
default,17544566,ADA-USD,BUY,2021-06-06T22:47:04.443Z,662.47000000,ADA,1.6609,2.7507410575,-1103.0471640575,USD
default,17544567,ADA-USD,BUY,2021-06-06T22:47:04.443Z,259.55000000,ADA,1.661,1.077781375,-432.190331375,USD
default,17548050,ADA-USD,SELL,2021-06-06T23:39:05.565Z,922.02000000,ADA,1.6699,3.849202995,1535.831995005,USD
default,17636796,ADA-USD,BUY,2021-06-07T21:01:14.388Z,936.55000000,ADA,1.6335,3.05970885,-1532.91413385,USD
default,17646893,ADA-USD,BUY,2021-06-07T21:24:51.886Z,250.58000000,ADA,1.6021,0.802908436,-402.257126436,USD
default,18113276,ADA-USD,BUY,2021-06-10T16:43:02.304Z,130.14000000,ADA,1.5384,0.400414752,-200.607790752,USD
default,18191924,ADA-USD,SELL,2021-06-11T11:06:31.134Z,3.58000000,ADA,1.5288,0.010946208,5.462157792,USD
default,18191925,ADA-USD,SELL,2021-06-11T11:06:31.134Z,1200.00000000,ADA,1.5287,3.66888,1830.77112,USD
default,18191926,ADA-USD,SELL,2021-06-11T11:06:31.134Z,113.69000000,ADA,1.5286,0.347573068,173.438960932,USD
default,18368886,ADA-USD,BUY,2021-06-12T12:26:43.047Z,2.76000000,ADA,1.4638,0.008080176,-4.048168176,USD
default,18368887,ADA-USD,BUY,2021-06-12T12:26:43.047Z,20.00000000,ADA,1.464,0.05856,-29.33856,USD
default,18368888,ADA-USD,BUY,2021-06-12T12:26:43.047Z,23.73000000,ADA,1.464,0.06948144,-34.81020144,USD
default,18368889,ADA-USD,BUY,2021-06-12T12:26:43.047Z,91.23000000,ADA,1.464,0.26712144,-133.82784144,USD
default,18368890,ADA-USD,BUY,2021-06-12T12:26:43.047Z,35.93000000,ADA,1.4642,0.105217412,-52.713923412,USD
default,18368891,ADA-USD,BUY,2021-06-12T12:26:43.047Z,16.04000000,ADA,1.4643,0.046974744,-23.534346744,USD
default,18368892,ADA-USD,BUY,2021-06-12T12:26:43.047Z,894.12000000,ADA,1.4643,2.618519832,-1311.878435832,USD
default,18377135,ADA-USD,SELL,2021-06-12T14:11:11.304Z,500.00000000,ADA,1.4603,1.4603,728.6897,USD
default,18377136,ADA-USD,SELL,2021-06-12T14:11:11.304Z,583.81000000,ADA,1.4603,1.705075486,850.832667514,USD
default,18789874,ADA-USD,BUY,2021-06-16T19:10:18.505Z,1009.84000000,ADA,1.5207,3.071327376,-1538.735015376,USD
default,18836439,ADA-USD,SELL,2021-06-17T12:06:53.896Z,500.00000000,ADA,1.5104,1.5104,753.6896,USD
default,18836440,ADA-USD,SELL,2021-06-17T12:06:53.896Z,509.84000000,ADA,1.5104,1.540124672,768.522211328,USD
default,18859332,ADA-USD,BUY,2021-06-17T17:34:37.784Z,1012.70000000,ADA,1.4714,2.98017356,-1493.06695356,USD
default,18938391,ADA-USD,SELL,2021-06-18T15:16:26.585Z,1012.70000000,ADA,1.4178,2.87161212,1432.93444788,USD
default,19018517,ADA-USD,BUY,2021-06-19T06:26:42.704Z,990.49000000,ADA,1.4309,2.834584282,-1420.126725282,USD
default,19797870,ADA-USD,SELL,2021-06-23T16:17:06.832Z,495.24000000,ADA,1.2495,1.23760476,617.56477524,USD
default,20034132,ADA-USD,SELL,2021-06-25T17:36:42.228Z,495.25000000,ADA,1.2639,1.25189295,624.69458205,USD
default,20044486,ADA-USD,BUY,2021-06-25T19:21:51.202Z,473.25000000,ADA,1.3,1.23045,-616.45545,USD
